Operon_1	IMGVR_UViG_2512564074_000004|2512564074|2512571865|2172747-2228723_16
Operon_3376	IMGVR_UViG_3300012940_000111|3300012940|Ga0164243_10004067_3
Operon_3377	IMGVR_UViG_3300012940_000111|3300012940|Ga0164243_10004067_4
Operon_3377	IMGVR_UViG_3300012940_000111|3300012940|Ga0164243_10004067_5
Operon_3378	IMGVR_UViG_3300012940_000111|3300012940|Ga0164243_10004067_6
Operon_3378	IMGVR_UViG_3300012940_000111|3300012940|Ga0164243_10004067_7
Operon_3378	IMGVR_UViG_3300012940_000111|3300012940|Ga0164243_10004067_8
Operon_3378	IMGVR_UViG_3300012940_000111|3300012940|Ga0164243_10004067_9
Operon_3378	IMGVR_UViG_3300012940_000111|3300012940|Ga0164243_10004067_10
Operon_3378	IMGVR_UViG_3300012940_000111|3300012940|Ga0164243_10004067_11
Operon_3378	IMGVR_UViG_3300012940_000111|3300012940|Ga0164243_10004067_12
Operon_3378	IMGVR_UViG_3300012940_000111|3300012940|Ga0164243_10004067_13
Operon_3378	IMGVR_UViG_3300012940_000111|3300012940|Ga0164243_10004067_14
Operon_3378	IMGVR_UViG_3300012940_000111|3300012940|Ga0164243_10004067_15
Operon_3378	IMGVR_UViG_3300012940_000111|3300012940|Ga0164243_10004067_16
Operon_3379	IMGVR_UViG_3300012940_000111|3300012940|Ga0164243_10004067_17
Operon_3379	IMGVR_UViG_3300012940_000111|3300012940|Ga0164243_10004067_18
Operon_3380	IMGVR_UViG_3300012940_000111|3300012940|Ga0164243_10004067_19
Operon_3380	IMGVR_UViG_3300012940_000111|3300012940|Ga0164243_10004067_20
Operon_3380	IMGVR_UViG_3300012940_000111|3300012940|Ga0164243_10004067_21
Operon_3380	IMGVR_UViG_3300012940_000111|3300012940|Ga0164243_10004067_22
Operon_3381	IMGVR_UViG_3300012974_000558|3300012974|Ga0123350_10020175_2
Operon_3381	IMGVR_UViG_3300012974_000558|3300012974|Ga0123350_10020175_3
Operon_3382	IMGVR_UViG_3300012974_000558|3300012974|Ga0123350_10020175_5
Operon_3382	IMGVR_UViG_3300012974_000558|3300012974|Ga0123350_10020175_6
Operon_3383	IMGVR_UViG_3300012974_000558|3300012974|Ga0123350_10020175_1
Operon_3384	IMGVR_UViG_3300012974_000558|3300012974|Ga0123350_10020175_4
Operon_3385	IMGVR_UViG_3300012974_000558|3300012974|Ga0123350_10020175_7
Operon_3385	IMGVR_UViG_3300012974_000558|3300012974|Ga0123350_10020175_8
Operon_3386	IMGVR_UViG_3300013233_000566|3300013233|Ga0172420_10001607_1
Operon_3386	IMGVR_UViG_3300013233_000566|3300013233|Ga0172420_10001607_2
Operon_3387	IMGVR_UViG_3300013233_000566|3300013233|Ga0172420_10001607_3
Operon_3388	IMGVR_UViG_3300013233_000566|3300013233|Ga0172420_10001607_4
Operon_3389	IMGVR_UViG_3300013233_000566|3300013233|Ga0172420_10001607_5
Operon_3390	IMGVR_UViG_3300013233_000566|3300013233|Ga0172420_10001607_6
Operon_3390	IMGVR_UViG_3300013233_000566|3300013233|Ga0172420_10001607_7
Operon_3391	IMGVR_UViG_3300013233_000566|3300013233|Ga0172420_10001607_8
Operon_3392	IMGVR_UViG_3300013233_000566|3300013233|Ga0172420_10001607_9
Operon_3392	IMGVR_UViG_3300013233_000566|3300013233|Ga0172420_10001607_10
Operon_3392	IMGVR_UViG_3300013233_000566|3300013233|Ga0172420_10001607_11
Operon_3392	IMGVR_UViG_3300013233_000566|3300013233|Ga0172420_10001607_12
Operon_3393	IMGVR_UViG_3300013233_000566|3300013233|Ga0172420_10001607_13
Operon_3393	IMGVR_UViG_3300013233_000566|3300013233|Ga0172420_10001607_14
Operon_3393	IMGVR_UViG_3300013233_000566|3300013233|Ga0172420_10001607_15
Operon_3393	IMGVR_UViG_3300013233_000566|3300013233|Ga0172420_10001607_16
Operon_3393	IMGVR_UViG_3300013233_000566|3300013233|Ga0172420_10001607_17
Operon_3393	IMGVR_UViG_3300013233_000566|3300013233|Ga0172420_10001607_18
Operon_3394	IMGVR_UViG_3300013233_000566|3300013233|Ga0172420_10001607_19
Operon_3394	IMGVR_UViG_3300013233_000566|3300013233|Ga0172420_10001607_20
Operon_3394	IMGVR_UViG_3300013233_000566|3300013233|Ga0172420_10001607_21
Operon_3395	IMGVR_UViG_3300013910_000013|3300013910|Ga0119860_10202_2
Operon_3396	IMGVR_UViG_3300013910_000013|3300013910|Ga0119860_10202_3
Operon_3396	IMGVR_UViG_3300013910_000013|3300013910|Ga0119860_10202_4
Operon_3397	IMGVR_UViG_3300013910_000013|3300013910|Ga0119860_10202_7
Operon_3397	IMGVR_UViG_3300013910_000013|3300013910|Ga0119860_10202_8
Operon_3398	IMGVR_UViG_3300013910_000013|3300013910|Ga0119860_10202_1
Operon_3399	IMGVR_UViG_3300013910_000013|3300013910|Ga0119860_10202_5
Operon_3399	IMGVR_UViG_3300013910_000013|3300013910|Ga0119860_10202_6
Operon_3400	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_1
Operon_3401	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_10
Operon_3401	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_11
Operon_3401	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_12
Operon_3401	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_13
Operon_3401	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_14
Operon_3401	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_15
Operon_3402	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_16
Operon_3402	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_17
Operon_3402	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_18
Operon_3403	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_19
Operon_3403	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_20
Operon_3403	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_21
Operon_3404	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_22
Operon_3404	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_23
Operon_3405	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_24
Operon_3405	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_25
Operon_3405	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_26
Operon_3405	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_27
Operon_3405	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_28
Operon_3406	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_29
Operon_3406	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_30
Operon_3406	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_31
Operon_3407	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_32
Operon_3407	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_33
Operon_3407	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_34
Operon_3408	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_35
Operon_3409	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_37
Operon_3409	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_38
Operon_3409	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_39
Operon_3409	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_40
Operon_3410	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_41
Operon_3411	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_42
Operon_3411	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_43
Operon_3412	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_44
Operon_3413	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_45
Operon_3413	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_46
Operon_3414	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_2
Operon_3414	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_3
Operon_3414	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_4
Operon_3414	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_5
Operon_3414	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_6
Operon_3414	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_7
Operon_3414	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_8
Operon_3415	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_9
Operon_3416	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_36
Operon_3417	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_47
Operon_3417	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_48
Operon_3417	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_49
Operon_3418	IMGVR_UViG_3300014009_000002|3300014009|Ga0121152_100005|103041-140371_50
Operon_3419	IMGVR_UViG_3300014090_000011|3300014090|Ga0134343_100190_1
Operon_3419	IMGVR_UViG_3300014090_000011|3300014090|Ga0134343_100190_2
Operon_3420	IMGVR_UViG_3300014090_000011|3300014090|Ga0134343_100190_3
Operon_3421	IMGVR_UViG_3300014090_000011|3300014090|Ga0134343_100190_4
Operon_3421	IMGVR_UViG_3300014090_000011|3300014090|Ga0134343_100190_5
Operon_3421	IMGVR_UViG_3300014090_000011|3300014090|Ga0134343_100190_6
Operon_3421	IMGVR_UViG_3300014090_000011|3300014090|Ga0134343_100190_7
Operon_3421	IMGVR_UViG_3300014090_000011|3300014090|Ga0134343_100190_8
Operon_3422	IMGVR_UViG_3300014090_000011|3300014090|Ga0134343_100190_9
Operon_3422	IMGVR_UViG_3300014090_000011|3300014090|Ga0134343_100190_10
Operon_3422	IMGVR_UViG_3300014090_000011|3300014090|Ga0134343_100190_11
Operon_3423	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_32
Operon_3423	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_33
Operon_3424	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_37
Operon_3425	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_40
Operon_3426	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_42
Operon_3426	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_43
Operon_3426	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_44
Operon_3426	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_45
Operon_3426	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_46
Operon_3426	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_47
Operon_3427	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_48
Operon_3428	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_49
Operon_3428	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_50
Operon_3428	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_51
Operon_3428	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_52
Operon_3429	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_53
Operon_3430	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_54
Operon_3430	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_55
Operon_3430	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_56
Operon_3431	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_57
Operon_3432	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_58
Operon_3432	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_59
Operon_3432	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_60
Operon_3432	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_61
Operon_3432	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_62
Operon_3433	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_64
Operon_3433	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_65
Operon_3433	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_66
Operon_3433	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_67
Operon_3434	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_68
Operon_3435	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_69
Operon_3436	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_70
Operon_3436	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_71
Operon_3436	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_72
Operon_3436	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_73
Operon_3436	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_74
Operon_3436	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_75
Operon_3436	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_76
Operon_3437	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_82
Operon_3438	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_83
Operon_3439	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_1
Operon_3439	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_2
Operon_3439	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_3
Operon_3439	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_4
Operon_3439	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_5
Operon_3439	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_6
Operon_3439	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_7
Operon_3439	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_8
Operon_3439	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_9
Operon_3439	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_10
Operon_3439	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_11
Operon_3440	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_12
Operon_3440	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_13
Operon_3440	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_14
Operon_3440	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_15
Operon_3440	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_16
Operon_3441	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_17
Operon_3441	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_18
Operon_3441	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_19
Operon_3441	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_20
Operon_3441	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_21
Operon_3442	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_22
Operon_3442	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_23
Operon_3442	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_24
Operon_3442	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_25
Operon_3442	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_26
Operon_3442	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_27
Operon_3442	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_28
Operon_3442	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_29
Operon_3442	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_30
Operon_3442	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_31
Operon_3443	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_34
Operon_3444	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_35
Operon_3444	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_36
Operon_3445	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_38
Operon_3446	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_39
Operon_3447	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_41
Operon_3448	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_63
Operon_3449	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_77
Operon_3450	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_78
Operon_3450	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_79
Operon_3450	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_80
Operon_3450	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_81
Operon_3451	IMGVR_UViG_3300014591_000017|3300014591|Ga0121252_100016|57394-107757_84
Operon_3452	IMGVR_UViG_3300014822_000077|3300014822|Ga0181961_1263970_1
Operon_3452	IMGVR_UViG_3300014822_000077|3300014822|Ga0181961_1263970_2
Operon_3452	IMGVR_UViG_3300014822_000077|3300014822|Ga0181961_1263970_3
Operon_3452	IMGVR_UViG_3300014822_000077|3300014822|Ga0181961_1263970_4
Operon_3453	IMGVR_UViG_3300014822_000077|3300014822|Ga0181961_1263970_5
Operon_3453	IMGVR_UViG_3300014822_000077|3300014822|Ga0181961_1263970_6
Operon_3454	IMGVR_UViG_3300014822_000077|3300014822|Ga0181961_1263970_7
Operon_3455	IMGVR_UViG_3300014822_000077|3300014822|Ga0181961_1263970_8
Operon_3456	IMGVR_UViG_3300014882_000011|3300014882|Ga0180069_1000419_1
Operon_3457	IMGVR_UViG_3300014882_000011|3300014882|Ga0180069_1000419_2
Operon_3457	IMGVR_UViG_3300014882_000011|3300014882|Ga0180069_1000419_3
Operon_3457	IMGVR_UViG_3300014882_000011|3300014882|Ga0180069_1000419_4
Operon_3457	IMGVR_UViG_3300014882_000011|3300014882|Ga0180069_1000419_5
Operon_3457	IMGVR_UViG_3300014882_000011|3300014882|Ga0180069_1000419_6
Operon_3457	IMGVR_UViG_3300014882_000011|3300014882|Ga0180069_1000419_7
Operon_3458	IMGVR_UViG_3300014882_000011|3300014882|Ga0180069_1000419_8
Operon_3458	IMGVR_UViG_3300014882_000011|3300014882|Ga0180069_1000419_9
Operon_3458	IMGVR_UViG_3300014882_000011|3300014882|Ga0180069_1000419_10
Operon_3458	IMGVR_UViG_3300014882_000011|3300014882|Ga0180069_1000419_11
Operon_3458	IMGVR_UViG_3300014882_000011|3300014882|Ga0180069_1000419_12
Operon_3458	IMGVR_UViG_3300014882_000011|3300014882|Ga0180069_1000419_13
Operon_3458	IMGVR_UViG_3300014882_000011|3300014882|Ga0180069_1000419_14
Operon_3458	IMGVR_UViG_3300014882_000011|3300014882|Ga0180069_1000419_15
Operon_3459	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_1
Operon_3460	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_4
Operon_3460	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_5
Operon_3461	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_6
Operon_3462	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_7
Operon_3463	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_8
Operon_3463	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_9
Operon_3464	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_61
Operon_3465	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_62
Operon_3465	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_63
Operon_3466	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_65
Operon_3467	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_66
Operon_3468	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_98
Operon_3469	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_99
Operon_3470	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_100
Operon_3471	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_2
Operon_3472	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_3
Operon_3473	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_10
Operon_3473	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_11
Operon_3473	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_12
Operon_3473	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_13
Operon_3473	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_14
Operon_3474	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_15
Operon_3474	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_16
Operon_3474	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_17
Operon_3474	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_18
Operon_3474	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_19
Operon_3474	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_20
Operon_3475	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_21
Operon_3476	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_22
Operon_3477	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_23
Operon_3477	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_24
Operon_3477	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_25
Operon_3477	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_26
Operon_3477	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_27
Operon_3477	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_28
Operon_3477	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_29
Operon_3478	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_30
Operon_3478	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_31
Operon_3478	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_32
Operon_3478	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_33
Operon_3479	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_34
Operon_3480	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_35
Operon_3480	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_36
Operon_3480	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_37
Operon_3480	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_38
Operon_3480	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_39
Operon_3480	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_40
Operon_3480	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_41
Operon_3480	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_42
Operon_3480	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_43
Operon_3480	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_44
Operon_3480	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_45
Operon_3481	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_46
Operon_3481	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_47
Operon_3482	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_48
Operon_3482	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_49
Operon_3483	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_50
Operon_3483	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_51
Operon_3484	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_52
Operon_3485	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_53
Operon_3486	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_54
Operon_3486	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_55
Operon_3486	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_56
Operon_3486	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_57
Operon_3487	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_58
Operon_3487	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_59
Operon_3488	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_60
Operon_3489	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_64
Operon_3490	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_67
Operon_3490	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_68
Operon_3490	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_69
Operon_3490	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_70
Operon_3490	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_71
Operon_3490	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_72
Operon_3490	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_73
Operon_3491	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_74
Operon_3492	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_75
Operon_3492	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_76
Operon_3492	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_77
Operon_3492	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_78
Operon_3492	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_79
Operon_3493	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_80
Operon_3493	IMGVR_UViG_3300018875_000006|3300018875|Ga0193608_1000145_81
